dry_radius,n_concentration
0.5233157384641025,583337.6396119358
0.5664094138291063,509237.05748432246
0.6119047100495285,445676.77209875867
0.6749016078707175,376287.6805568422
0.7708392073084048,297885.93635461683
0.8555599822575853,237580.06674212124
0.9423316894048107,194039.4343806532
1.079751450484453,148679.12618452546
1.3206988392074188,93188.00192914992
1.4908494729686677,67823.46914343652
1.6636825552857852,51084.60033640108
1.9002341969362588,35335.39902915364
2.3529740062167255,17743.528973056877
2.6860069339117003,12003.005359032659
3.1133202477257282,7306.342048960199
3.619515683608902,4375.624042891547
4.180393169547991,2654.3610750269618
4.612153959169637,1807.1325147679663
5.053091116826567,1281.0615606243198
5.422261553425279,943.9304584650381
5.899707260759458,648.5000292372267
6.4219530986048685,432.2151642327874
6.838703835944462,304.36870744812114
7.378144039397759,212.3293352073555
7.834004129322136,151.52699129178745
8.25899359791057,106.25515275948705
8.770758024357965,70.17945641459661
9.195820022108224,49.17110861136948
9.59475293504557,35.099424846701254
9.952842451562429,23.951901665101413
10.373224954275793,16.218474413464055
10.92564611466913,10.009214583192957
11.448725152431146,6.415935658147745
11.950528982130871,4.167446181050001
12.292412610102321,2.8789889633071324
12.633018422464863,2.1191905077136415
12.886761653807678,1.5670036208968836
13.19624781933436,1.1464364878987834
13.31487609831099,0.9587160543774279
