dry_radius,n_concentration
0.5189120981258061,107129.72744502978
0.5644218217146774,85213.81323589415
0.603879744733905,72257.01225133499
0.6629698771183744,57224.23558816749
0.7117985999765117,45945.18451666549
0.7777866109406655,36664.85737966681
0.832416083440601,30413.051684898266
0.8944041303802305,24757.113060442894
0.9727482603638918,19907.650149931942
1.0440399795182007,16427.444174536147
1.104732496963817,13986.208557452746
1.1658530041610082,11805.380787744141
1.2409486077260594,9757.981715583519
1.3510677561302336,7264.4041859247645
1.46898421624414,5588.689738394733
1.5931272376053607,3946.1173845516214
1.7895498312731117,2583.5091260696227
1.9242749640290149,1862.601721442036
2.060647925132078,1294.8516066624622
2.2243534412763357,804.6555294047614
2.298213983540205,635.5796741329166
2.36354456893743,503.11816761714095
2.446191556548759,401.88333725418335
2.511407167951411,315.4132983807937
2.815423920314769,149.37915554486375
2.934002386745112,108.10853943643515
3.1129857270752037,70.79457843841381
3.2134173148488716,56.05056568127814
3.3260374082634976,44.63751406044468
3.4568759576877977,34.40566845411667
3.5664307537916953,28.388340129187085
3.730529364072815,20.548494098539592
3.8935324278293293,15.285864306187584
4.016309101958169,11.932735109944682
4.173468399371743,9.349319468899248
4.363354140258381,6.562812551208934
4.52765989183849,4.986662776389767
4.675705286975692,3.839193485531731
4.842806642886956,2.728726446240223
5.003844397221696,2.020970620115577
5.136655771052008,1.5037304703526462
5.263045559058949,1.1216568165788376
5.444614425160399,0.8147605637428375
5.56575129628579,0.5876381732407574
5.697143117374676,0.44062587828380934
5.768334845972857,0.32627965918979535
5.863322686481989,0.23772781571139934
5.943612163350159,0.19778347360902856
5.991429629304573,0.15426592230012007
