alts,rh,t,p,r28um,r50um,r74um,r98um,r122um,r156um,bd_fallv_28um,bd_fallv_50um,bd_fallv_74um,bd_fallv_98um,bd_fallv_122um,bd_fallv_156um
29,63.96649860095716,27.42902502666677,1016.1011673118078,4.749847298931934,8.481870176664192,12.553167861463011,16.624465546261835,20.695763231060656,24.76706091585948,0.0033576687289339,0.0106235708202007,0.023018375740069,0.0400054267409786,0.0612813627917162,0.0900245766433992
30,64.00077921286304,27.419366776011238,1015.9888318617463,4.750926780206823,8.483797821797921,12.556020776260937,16.628243730723945,20.70046668518696,24.77268963964997,0.0033588176028871,0.0106272187788326,0.0230262083252303,0.040018949999615,0.0613017717573806,0.0900519043408624
31,64.0350598247689,27.4097085253557,1015.8764964116848,4.752007827606381,8.485728263582844,12.55887783010262,16.632027396622398,20.70517696314217,24.778326529661943,0.0033599684186474,0.0106308729100281,0.023034054120922,0.0400324959468027,0.0613222146759434,0.0900792774530118
32,64.06934043667476,27.400050274700163,1015.7641609616236,4.753090444765639,8.487661508510092,12.561739032594948,16.635816556679803,20.709894080764656,24.78397160484951,0.0033611211813867,0.0106345332302302,0.0230419131622287,0.0400460646424588,0.0613426916364005,0.0901066960988189
33,64.10362104858064,27.390392024044623,1015.651825511562,4.754174635331397,8.489597563091802,12.56460439337588,16.639611223659955,20.71461805394403,24.789624884228104,0.0033622758962955,0.010638199755941,0.0230497854843602,0.0400596561467132,0.0613632027280618,0.0901341603976731
34,64.1379016604865,27.380733773389093,1015.5394900615006,4.755260402962265,8.49153643386121,12.5674739221146,16.643411410367992,20.719348898621384,24.79528638687477,0.003363432568583,0.0106418725037216,0.0230576711226524,0.0400732705199097,0.0613837480405524,0.0901616704693841
35,64.17218227239238,27.371075522733555,1015.4271546114392,4.756347751328721,8.49347812737274,12.570347628511664,16.64721712965059,20.724086630789515,24.80095613192844,0.0033645912034768,0.0106455514901928,0.0230655701125675,0.0400869078226067,0.0614043276638142,0.0901892264341839
36,64.20646288429825,27.361417272078015,1015.3148191613776,4.757436684113155,8.495422650202086,12.573225522299095,16.651028394396107,20.72883126649312,24.80663413859013,0.0033657518062237,0.0106492367320349,0.023073482489695,0.0401005681155786,0.0614249416881073,0.0902168284127281
37,64.24074349620412,27.351759021422485,1015.2024837113164,4.758527205009922,8.49737000894631,12.576107613240552,16.65484521753479,20.733582821829028,24.812320426123268,0.0033669143820891,0.0106529282459884,0.0230814082897519,0.0401142514598163,0.0614455902040113,0.0902444765260981
38,64.27502410810997,27.342100770766947,1015.0901482612549,4.759619317725387,8.499320210223928,12.578993911131423,16.658667612038922,20.73834131294641,24.81801501385391,0.0033680789363575,0.0106566260488541,0.0230893475485834,0.0401279579165285,0.0614662733024267,0.0902721708958029
39,64.30930472001585,27.33244252011141,1014.9778128111934,4.760713025977986,8.501273260674997,12.581884425799007,16.662495590923015,20.743106756047023,24.823717921171035,0.0033692454743324,0.0106603301574933,0.0230973003021636,0.0401416875471423,0.0614869910745768,0.0902999116437815
40,64.34358533192172,27.32278426945588,1014.865477361132,4.761808333498264,8.503229166961207,12.5847791671026,16.66632916724399,20.74787916738538,24.82942916752677,0.0033704140013365,0.0106640405888281,0.0231052665865961,0.040155440413305,0.0615077436120082,0.0903276988924039
41,64.37786594382759,27.31312601880034,1014.7531419110704,4.762905244028935,8.505187935765978,12.587678144933657,16.67016835410134,20.752658563269016,24.835148772436693,0.0033715845227115,0.010667757359842,0.0231132464381142,0.0401692165768838,0.0615285310065932,0.0903555327644737
42,64.41214655573346,27.3034677681448,1014.6408064610092,4.764003761324928,8.507149573794537,12.590581369215927,16.674013164637316,20.757444960058702,24.84087675548009,0.0033727570438186,0.0106714804875796,0.0231212398930821,0.0401830160999683,0.0615493533505308,0.0903834133832299
43,64.44642716763933,27.29380951748927,1014.5284710109476,4.765103889153442,8.509114087774027,12.593488849905572,16.677863612037115,20.762238374168657,24.8466131363002,0.0033739315700385,0.0106752099891472,0.0231292469879948,0.0401968390448701,0.0615702107363482,0.0904113408723488
44,64.4807077795452,27.28415126683373,1014.4161355608862,4.766205631293997,8.511081484453587,12.59640059699132,16.681719709529055,20.767038822066784,24.85235793460452,0.0033751081067712,0.0106789458817133,0.0231372677594794,0.0402106854741248,0.0615911032569024,0.0904393153559458
45,64.51498839145107,27.274493016178194,1014.3038001108248,4.767308991538481,8.513051770604452,12.5993166204946,16.68558147038475,20.771846320274896,24.85811117016504,0.0033762866594363,0.0106826881825085,0.0231453022442951,0.0402245554504926,0.0616120310053815,0.0904673369585777
46,64.54926900335693,27.26483476552266,1014.1914646607636,4.76841397369121,8.515024953020042,12.602236930469672,16.689448907919303,20.776660885368933,24.863872862818564,0.0033774672334731,0.0106864369088258,0.0231533504793342,0.0402384490369592,0.0616329940753065,0.0904954058052443
