dry_radius,n_concentration
0.530103245061179,307949.85220890876
0.5741126675075747,256572.43743416827
0.6328981061679871,210145.45423764997
0.6877286698350399,180036.26725322948
0.7433564763083799,151614.24235008514
0.8165017679926063,123779.86366169965
0.9216098960445539,90583.68832203107
1.0164525961878221,71782.73476812062
1.1506249742516048,52115.87094933761
1.2902695934640918,38525.65223412283
1.4830204149022628,25169.234090449776
1.6525722765955708,18436.564622989972
1.8096883730452629,13437.856529690303
2.010791910908429,9286.028238348259
2.1986214607118355,6618.8113048677715
2.353949434460115,4999.079000876897
2.5115999329725267,3712.0173718160268
2.908330756570653,2125.592455813087
3.0576924164266193,1692.232376896766
3.3043836361354173,1272.330681325459
3.4959117655073983,1027.7796158762278
3.678497479461201,825.0494896708104
4.080159394505191,533.2489389864878
4.467903620291535,367.60380665869656
4.7227011312123945,259.3283519025176
4.98211555273367,184.90983028873447
5.376592593690386,118.0728374366749
5.668965266938069,81.88229375885456
6.1110212813018485,53.141033937664275
6.46101073757541,34.58915878361458
7.091266320988647,19.005093037990488
7.503728801605701,12.472111937455866
7.784017365375487,9.067342069690422
8.122389207784673,6.02129631680267
8.462209950439643,4.1898647109676865
8.809957150817569,3.0723451278543528
9.098304399220389,2.071094903660336
9.384413367465232,1.5293257464187788
9.52248863037973,1.1844043669971662
9.700567220215769,0.9646283022545912
9.872954361596868,0.7349875794385374
9.992951880292285,0.5980534499360199
